config_id,config_name,dimension,pair_idx,pair_type,pair_label,status,dice_sym,folding_pct,min_j,runtime_s,ants_dice,diff_vs_ants,denoised
model_tvf,TVF (Time-Varying Field + DSTI-1),Model Architecture,0,intra,Pair 00 (intra),SUCCESS,0.6416905570281424,0.0013637628216434615,,221.7904918193817,0.6328999789585317,0.8790578069610699,False
model_sobolev,Sobolev SyN (Eulerian FFT),Model Architecture,0,intra,Pair 00 (intra),SUCCESS,0.6421075671213062,0.007727989322646282,,58.87876486778259,0.6328999789585317,0.920758816277456,False
model_gaussian,Gaussian SyN (Eulerian),Model Architecture,0,intra,Pair 00 (intra),SUCCESS,0.6345545345391075,0.010091844880161615,,57.68881797790527,0.6328999789585317,0.16545555805758116,False
model_greedy_regadam,Greedy RegAdam,Model Architecture,0,intra,Pair 00 (intra),SUCCESS,0.609220542373441,0.0,,12.674680948257446,0.6328999789585317,-2.367943658509064,False
model_greedy_adam,Greedy Adam,Model Architecture,0,intra,Pair 00 (intra),SUCCESS,0.609917001058118,0.0,,11.39814305305481,0.6328999789585317,-2.2982977900413704,False
metric_box_lncc,SyN + BoxLNCC (Squared CC),Similarity Metric,0,intra,Pair 00 (intra),SUCCESS,0.6383973066179773,0.012364782916234052,,57.825973987579346,0.6328999789585317,0.5497327659445661,False
metric_cc2,SyN + CC2 (Pseudo-Gradient Squared LNCC),Similarity Metric,0,intra,Pair 00 (intra),SUCCESS,0.6345280718063107,0.008091659408417872,,57.84831619262695,0.6328999789585317,0.16280928477789836,False
metric_lncc_linear,SyN + LNCC (Linear Unsquared),Similarity Metric,0,intra,Pair 00 (intra),SUCCESS,0.6301217334774047,0.011091937616033486,,57.997957706451416,0.6328999789585317,-0.27782454811269286,False
metric_mattes_mi,SyN + Mattes Mutual Information,Similarity Metric,0,intra,Pair 00 (intra),SUCCESS,0.6243523120428541,0.0011819277787576666,,63.305450677871704,0.6328999789585317,-0.8547666915677543,False
reg_gaussian_sig3,SyN + Gaussian (sigma=3.0),Regularization,0,intra,Pair 00 (intra),SUCCESS,0.6345401193903865,0.00890991710140395,,57.66261005401611,0.6328999789585317,0.16401404318547863,False
reg_gaussian_sig2,SyN + Gaussian (sigma=2.0),Regularization,0,intra,Pair 00 (intra),SUCCESS,0.6311832778487725,0.012182947873348256,,57.1570827960968,0.6328999789585317,-0.1716701109759189,False
reg_sobolev_a15,SyN + Sobolev FFT (alpha=1.5),Regularization,0,intra,Pair 00 (intra),SUCCESS,0.642109630091487,0.004091288464930384,,59.61875605583191,0.6328999789585317,0.9209651132955354,False
reg_dsti1,SyN + DSTI-1 DCT,Regularization,0,intra,Pair 00 (intra),SUCCESS,0.6426503451457973,0.3920363524617737,,101.71744084358215,0.6328999789585317,0.9750366187265658,False
opt_cfl_015,SyN + CFL Step 0.15 (Conservative),Optimizer & Step,0,intra,Pair 00 (intra),SUCCESS,0.6294445209830339,0.0034548658148301024,,57.58168601989746,0.6328999789585317,-0.3455457975497733,False
opt_cfl_025,SyN + CFL Step 0.25 (Standard),Optimizer & Step,0,intra,Pair 00 (intra),SUCCESS,0.6345307948269723,0.008182576929860769,,57.720123052597046,0.6328999789585317,0.1630815868440605,False
opt_cfl_035,SyN + CFL Step 0.35 (Aggressive),Optimizer & Step,0,intra,Pair 00 (intra),SUCCESS,0.6382697741267382,0.020638277367537716,,58.851465702056885,0.6328999789585317,0.536979516820657,False
opt_regadam,SyN + RegAdam Quotient Optimizer,Optimizer & Step,0,intra,Pair 00 (intra),SUCCESS,0.6456174146540937,0.9544521401075373,,101.37783479690552,0.6328999789585317,1.2717435695562052,False
denoise_sobolev,Sobolev SyN + Denoised,Preprocessing (Denoise),0,intra,Pair 00 (intra),SUCCESS,0.6548377617460837,0.022755801497118144,,59.49589800834656,0.6328999789585317,2.1937782787551985,True
denoise_tvf,TVF + Denoised,Preprocessing (Denoise),0,intra,Pair 00 (intra),SUCCESS,0.6459589692851015,0.0004929054475910068,,234.60810780525208,0.6328999789585317,1.3058990326569875,True
denoise_gaussian,Gaussian SyN + Denoised,Preprocessing (Denoise),0,intra,Pair 00 (intra),SUCCESS,0.6565338266948403,0.008790147148706288,,59.018245697021484,0.6328999789585317,2.363384773630861,True
denoise_greedy_regadam,Greedy RegAdam + Denoised,Preprocessing (Denoise),0,intra,Pair 00 (intra),SUCCESS,0.6052691817821348,0.003039583593477875,,13.497873067855835,0.6328999789585317,-2.7630797176396826,True
model_tvf,TVF (Time-Varying Field + DSTI-1),Model Architecture,10,intra,Pair 10 (intra),SUCCESS,0.6289721385186381,0.0012146769414839505,,280.022812128067,0.6165275315450189,1.2444606973619154,False
model_sobolev,Sobolev SyN (Eulerian FFT),Model Architecture,10,intra,Pair 10 (intra),SUCCESS,0.6239835730329149,0.0022269077260539095,,55.65293502807617,0.6165275315450189,0.7456041487895915,False
model_gaussian,Gaussian SyN (Eulerian),Model Architecture,10,intra,Pair 10 (intra),SUCCESS,0.6174289288185153,0.010122307845699587,,60.0819628238678,0.6165275315450189,0.09013972734963627,False
model_greedy_regadam,Greedy RegAdam,Model Architecture,10,intra,Pair 10 (intra),SUCCESS,0.5982844776588234,0.0,,14.966635942459106,0.6165275315450189,-1.8243053886195515,False
model_greedy_adam,Greedy Adam,Model Architecture,10,intra,Pair 10 (intra),SUCCESS,0.6018146161621504,0.0,,13.209760904312134,0.6165275315450189,-1.4712915382868563,False
metric_box_lncc,SyN + BoxLNCC (Squared CC),Similarity Metric,10,intra,Pair 10 (intra),SUCCESS,0.6149289409568784,0.019637277220657202,,60.43813395500183,0.6165275315450189,-0.15985905881404916,False
metric_cc2,SyN + CC2 (Pseudo-Gradient Squared LNCC),Similarity Metric,10,intra,Pair 10 (intra),SUCCESS,0.6173976446929722,0.009919861688785597,,60.22452688217163,0.6165275315450189,0.08701131479532664,False
metric_lncc_linear,SyN + LNCC (Linear Unsquared),Similarity Metric,10,intra,Pair 10 (intra),SUCCESS,0.6145306046251899,0.015183461768549381,,59.33975601196289,0.6165275315450189,-0.19969269198290007,False
metric_mattes_mi,SyN + Mattes Mutual Information,Similarity Metric,10,intra,Pair 10 (intra),SUCCESS,0.6050647793768315,0.024091092672765022,,59.60579705238342,0.6165275315450189,-1.1462752168187484,False
reg_gaussian_sig3,SyN + Gaussian (sigma=3.0),Regularization,10,intra,Pair 10 (intra),SUCCESS,0.6174010678762973,0.010021084767242592,,59.97883200645447,0.6165275315450189,0.08735363312784017,False
reg_gaussian_sig2,SyN + Gaussian (sigma=2.0),Regularization,10,intra,Pair 10 (intra),SUCCESS,0.61396872982586,0.013057777120952468,,59.661628007888794,0.6165275315450189,-0.25588017191588985,False
reg_sobolev_a15,SyN + Sobolev FFT (alpha=1.5),Regularization,10,intra,Pair 10 (intra),SUCCESS,0.6240154402538503,0.0022269077260539095,,55.08839273452759,0.6165275315450189,0.7487908708831315,False
reg_dsti1,SyN + DSTI-1 DCT,Regularization,10,intra,Pair 10 (intra),SUCCESS,0.6266122966987964,0.48809768431963413,,122.03000783920288,0.6165275315450189,1.008476515377743,False
opt_cfl_015,SyN + CFL Step 0.15 (Conservative),Optimizer & Step,10,intra,Pair 10 (intra),SUCCESS,0.6127258835500865,0.0023281308045109052,,48.67732906341553,0.6165275315450189,-0.38016479949324333,False
opt_cfl_025,SyN + CFL Step 0.25 (Standard),Optimizer & Step,10,intra,Pair 10 (intra),SUCCESS,0.6173987745473228,0.010122307845699587,,60.86999487876892,0.6165275315450189,0.08712430023039008,False
opt_cfl_035,SyN + CFL Step 0.35 (Aggressive),Optimizer & Step,10,intra,Pair 10 (intra),SUCCESS,0.6179558810123267,0.01153943094409753,,61.906336069107056,0.6165275315450189,0.14283494673077435,False
opt_regadam,SyN + RegAdam Quotient Optimizer,Optimizer & Step,10,intra,Pair 10 (intra),SUCCESS,0.6243365931824763,0.43475312197279725,,121.40448212623596,0.6165275315450189,0.7809061637457315,False
denoise_sobolev,Sobolev SyN + Denoised,Preprocessing (Denoise),10,intra,Pair 10 (intra),SUCCESS,0.6368836672659308,0.012513686844986703,,60.40864658355713,0.6165275315450189,2.0356135720911883,True
denoise_tvf,TVF + Denoised,Preprocessing (Denoise),10,intra,Pair 10 (intra),SUCCESS,0.6257076948649036,0.00026815043239257225,,299.6286289691925,0.6165275315450189,0.9180163319884693,True
denoise_gaussian,Gaussian SyN + Denoised,Preprocessing (Denoise),10,intra,Pair 10 (intra),SUCCESS,0.6325072310306028,0.02136265111394159,,60.70917987823486,0.6165275315450189,1.5979699485583865,True
denoise_greedy_regadam,Greedy RegAdam + Denoised,Preprocessing (Denoise),10,intra,Pair 10 (intra),SUCCESS,0.6031384795311227,0.0,,15.75217580795288,0.6165275315450189,-1.3389052013896285,True
model_tvf,TVF (Time-Varying Field + DSTI-1),Model Architecture,22,intra,Pair 22 (intra),SUCCESS,0.6492411953459424,0.0002446115141085806,,311.94753670692444,0.6321172022340256,1.7123993111916813,False
model_sobolev,Sobolev SyN (Eulerian FFT),Model Architecture,22,intra,Pair 22 (intra),SUCCESS,0.6491752093181316,0.0009784460564343225,,51.116753816604614,0.6321172022340256,1.7058007084105986,False
model_gaussian,Gaussian SyN (Eulerian),Model Architecture,22,intra,Pair 22 (intra),SUCCESS,0.6468004155403047,0.006849122395040257,,51.37765383720398,0.6321172022340256,1.4683213306279086,False
model_greedy_regadam,Greedy RegAdam,Model Architecture,22,intra,Pair 22 (intra),SUCCESS,0.6139972836522507,0.0,,13.592306137084961,0.6321172022340256,-1.8119918581774863,False
model_greedy_adam,Greedy Adam,Model Architecture,22,intra,Pair 22 (intra),SUCCESS,0.6113480262727502,0.0,,11.882763147354126,0.6321172022340256,-2.0769175961275366,False
metric_box_lncc,SyN + BoxLNCC (Squared CC),Similarity Metric,22,intra,Pair 22 (intra),SUCCESS,0.6440896543841499,0.002323809384031516,,54.32398200035095,0.6321172022340256,1.1972452150124324,False
metric_cc2,SyN + CC2 (Pseudo-Gradient Squared LNCC),Similarity Metric,22,intra,Pair 22 (intra),SUCCESS,0.6467979990652925,0.006849122395040257,,53.0756778717041,0.6321172022340256,1.4680796831266885,False
metric_lncc_linear,SyN + LNCC (Linear Unsquared),Similarity Metric,22,intra,Pair 22 (intra),SUCCESS,0.6485735845036651,0.004892230282171612,,54.49898099899292,0.6321172022340256,1.6456382269639525,False
metric_mattes_mi,SyN + Mattes Mutual Information,Similarity Metric,22,intra,Pair 22 (intra),SUCCESS,0.6366627892478897,0.001956892112868645,,49.430251121520996,0.6321172022340256,0.4545587013864094,False
reg_gaussian_sig3,SyN + Gaussian (sigma=3.0),Regularization,22,intra,Pair 22 (intra),SUCCESS,0.6470256662670899,0.0070937339091488374,,52.39579677581787,0.6321172022340256,1.490846403306434,False
reg_gaussian_sig2,SyN + Gaussian (sigma=2.0),Regularization,22,intra,Pair 22 (intra),SUCCESS,0.6465582253865814,0.022871176569152288,,55.69182586669922,0.6321172022340256,1.4441023152555799,False
reg_sobolev_a15,SyN + Sobolev FFT (alpha=1.5),Regularization,22,intra,Pair 22 (intra),SUCCESS,0.6491162639259447,0.0011007518134886127,,50.77003216743469,0.6321172022340256,1.6999061691919115,False
reg_dsti1,SyN + DSTI-1 DCT,Regularization,22,intra,Pair 22 (intra),SUCCESS,0.6560062354305349,0.24864760409137215,,119.64133191108704,0.6321172022340256,2.388903319650937,False
opt_cfl_015,SyN + CFL Step 0.15 (Conservative),Optimizer & Step,22,intra,Pair 22 (intra),SUCCESS,0.6424729663421882,0.003057643926357258,,51.47455883026123,0.6321172022340256,1.0355764108162635,False
opt_cfl_025,SyN + CFL Step 0.25 (Standard),Optimizer & Step,22,intra,Pair 22 (intra),SUCCESS,0.6468939213221576,0.006604510880931677,,52.201565980911255,0.6321172022340256,1.477671908813205,False
opt_cfl_035,SyN + CFL Step 0.35 (Aggressive),Optimizer & Step,22,intra,Pair 22 (intra),SUCCESS,0.6478689253642322,0.009906766321397514,,53.07799315452576,0.6321172022340256,1.5751723130206674,False
opt_regadam,SyN + RegAdam Quotient Optimizer,Optimizer & Step,22,intra,Pair 22 (intra),SUCCESS,0.65858719225705,0.24974835590486083,,120.11001586914062,0.6321172022340256,2.6469990023024415,False
denoise_sobolev,Sobolev SyN + Denoised,Preprocessing (Denoise),22,intra,Pair 22 (intra),SUCCESS,0.6526374792776357,0.00042587442666655313,,43.72991609573364,0.6321172022340256,2.0520277043610147,True
denoise_tvf,TVF + Denoised,Preprocessing (Denoise),22,intra,Pair 22 (intra),SUCCESS,0.6491637003389592,0.00010646860666663828,,294.886922121048,0.6321172022340256,1.7046498104933638,True
denoise_gaussian,Gaussian SyN + Denoised,Preprocessing (Denoise),22,intra,Pair 22 (intra),SUCCESS,0.6535896842982319,0.002342309346666042,,53.05397582054138,0.6321172022340256,2.1472482064206377,True
denoise_greedy_regadam,Greedy RegAdam + Denoised,Preprocessing (Denoise),22,intra,Pair 22 (intra),SUCCESS,0.6149654957415861,0.0,,14.936779975891113,0.6321172022340256,-1.7151706492439467,True
model_tvf,TVF (Time-Varying Field + DSTI-1),Model Architecture,26,intra,Pair 26 (intra),SUCCESS,0.6639176298180185,0.0018991738593711735,,348.1157822608948,0.6592981225796088,0.4619507238409648,False
model_sobolev,Sobolev SyN (Eulerian FFT),Model Architecture,26,intra,Pair 26 (intra),SUCCESS,0.6636531513998671,0.019991303782854457,,60.37742209434509,0.6592981225796088,0.4355028820258289,False
model_gaussian,Gaussian SyN (Eulerian),Model Architecture,26,intra,Pair 26 (intra),SUCCESS,0.6560258988648542,0.05927421571616347,,60.58319020271301,0.6592981225796088,-0.3272223714754663,False
model_greedy_regadam,Greedy RegAdam,Model Architecture,26,intra,Pair 26 (intra),SUCCESS,0.6406544284517729,0.0,,14.933135986328125,0.6592981225796088,-1.8643694127835952,False
model_greedy_adam,Greedy Adam,Model Architecture,26,intra,Pair 26 (intra),SUCCESS,0.6430390140231448,0.0,,13.212937116622925,0.6592981225796088,-1.6259108556464064,False
metric_box_lncc,SyN + BoxLNCC (Squared CC),Similarity Metric,26,intra,Pair 26 (intra),SUCCESS,0.6582929175995721,0.026188607955539338,,59.53319311141968,0.6592981225796088,-0.10052049800367557,False
metric_cc2,SyN + CC2 (Pseudo-Gradient Squared LNCC),Similarity Metric,26,intra,Pair 26 (intra),SUCCESS,0.6560931106712291,0.06127334609444891,,60.49802803993225,0.6592981225796088,-0.320501190837974,False
metric_lncc_linear,SyN + LNCC (Linear Unsquared),Similarity Metric,26,intra,Pair 26 (intra),SUCCESS,0.655578311718298,0.014393738723655212,,57.72309136390686,0.6592981225796088,-0.37198108613109016,False
metric_mattes_mi,SyN + Mattes Mutual Information,Similarity Metric,26,intra,Pair 26 (intra),SUCCESS,0.6516220021609227,0.0008996086702284507,,51.17695903778076,0.6592981225796088,-0.767612041868615,False
reg_gaussian_sig3,SyN + Gaussian (sigma=3.0),Regularization,26,intra,Pair 26 (intra),SUCCESS,0.6560951650149364,0.05927421571616347,,60.54796600341797,0.6592981225796088,-0.32029575646724817,False
reg_gaussian_sig2,SyN + Gaussian (sigma=2.0),Regularization,26,intra,Pair 26 (intra),SUCCESS,0.6534763890956665,0.058774433121592105,,60.047903299331665,0.6592981225796088,-0.5821733483942326,False
reg_sobolev_a15,SyN + Sobolev FFT (alpha=1.5),Regularization,26,intra,Pair 26 (intra),SUCCESS,0.66362335383165,0.02099086897199718,,60.21495604515076,0.6592981225796088,0.4325231252041206,False
reg_dsti1,SyN + DSTI-1 DCT,Regularization,26,intra,Pair 26 (intra),SUCCESS,0.6669073469870067,0.1114515185894136,,122.12193632125854,0.6592981225796088,0.7609224407397863,False
opt_cfl_015,SyN + CFL Step 0.15 (Conservative),Optimizer & Step,26,intra,Pair 26 (intra),SUCCESS,0.6529932432337049,0.03218599909039568,,56.20663094520569,0.6592981225796088,-0.6304879345903958,False
opt_cfl_025,SyN + CFL Step 0.25 (Standard),Optimizer & Step,26,intra,Pair 26 (intra),SUCCESS,0.6561343266606494,0.05677530274330666,,61.099796295166016,0.6592981225796088,-0.31637959189594334,False
opt_cfl_035,SyN + CFL Step 0.35 (Aggressive),Optimizer & Step,26,intra,Pair 26 (intra),SUCCESS,0.6570114291270119,0.06077356349987755,,62.87438416481018,0.6592981225796088,-0.22866934525969107,False
opt_regadam,SyN + RegAdam Quotient Optimizer,Optimizer & Step,26,intra,Pair 26 (intra),SUCCESS,0.6664739273749889,0.46309855212982354,,120.96381902694702,0.6592981225796088,0.7175804795380047,False
denoise_sobolev,Sobolev SyN + Denoised,Preprocessing (Denoise),26,intra,Pair 26 (intra),SUCCESS,0.6707497048402145,0.003819735076461132,,51.57792115211487,0.6592981225796088,1.1451582260605608,True
denoise_tvf,TVF + Denoised,Preprocessing (Denoise),26,intra,Pair 26 (intra),SUCCESS,0.680101701239,0.00033215087621401147,,353.34941697120667,0.6592981225796088,2.0803578659391198,True
denoise_gaussian,Gaussian SyN + Denoised,Preprocessing (Denoise),26,intra,Pair 26 (intra),SUCCESS,0.6675287869652653,0.006809092962387235,,53.362112045288086,0.6592981225796088,0.823066438565645,True
denoise_greedy_regadam,Greedy RegAdam + Denoised,Preprocessing (Denoise),26,intra,Pair 26 (intra),SUCCESS,0.6563932212442075,0.0,,15.578441143035889,0.6592981225796088,-0.2904901335401333,True
model_tvf,TVF (Time-Varying Field + DSTI-1),Model Architecture,39,intra,Pair 39 (intra),SUCCESS,0.5899802190043696,0.0031978903763178997,,264.11318922042847,0.5824281551703548,0.7552063834014744,False
model_sobolev,Sobolev SyN (Eulerian FFT),Model Architecture,39,intra,Pair 39 (intra),SUCCESS,0.5843726252569281,0.0002459915674090692,,44.37182688713074,0.5824281551703548,0.194447008657328,False
model_gaussian,Gaussian SyN (Eulerian),Model Architecture,39,intra,Pair 39 (intra),SUCCESS,0.5827005535744658,0.005411814482999522,,43.38040900230408,0.5824281551703548,0.027239840411097394,False
model_greedy_regadam,Greedy RegAdam,Model Architecture,39,intra,Pair 39 (intra),SUCCESS,0.5526598062530204,0.000614978918522673,,13.265395641326904,0.5824281551703548,-2.9768348917334486,False
model_greedy_adam,Greedy Adam,Model Architecture,39,intra,Pair 39 (intra),SUCCESS,0.5617555625443387,0.0,,11.842241048812866,0.5824281551703548,-2.0672592626016173,False
metric_box_lncc,SyN + BoxLNCC (Squared CC),Similarity Metric,39,intra,Pair 39 (intra),SUCCESS,0.5824520036288081,0.00934767956154463,,50.09297204017639,0.5824281551703548,0.002384845845326833,False
metric_cc2,SyN + CC2 (Pseudo-Gradient Squared LNCC),Similarity Metric,39,intra,Pair 39 (intra),SUCCESS,0.5827158285277624,0.005657806050408592,,43.22631287574768,0.5824281551703548,0.02876733574075363,False
metric_lncc_linear,SyN + LNCC (Linear Unsquared),Similarity Metric,39,intra,Pair 39 (intra),SUCCESS,0.5848020099670217,0.006887763887453938,,45.81076979637146,0.5824281551703548,0.23738547966668522,False
metric_mattes_mi,SyN + Mattes Mutual Information,Similarity Metric,39,intra,Pair 39 (intra),SUCCESS,0.5626951947890488,0.000614978918522673,,49.8175368309021,0.5824281551703548,-1.9732960381306008,False
reg_gaussian_sig3,SyN + Gaussian (sigma=3.0),Regularization,39,intra,Pair 39 (intra),SUCCESS,0.582693971618782,0.005411814482999522,,43.05431890487671,0.5824281551703548,0.026581644842715857,False
reg_gaussian_sig2,SyN + Gaussian (sigma=2.0),Regularization,39,intra,Pair 39 (intra),SUCCESS,0.5825394415727527,0.007871730157090214,,46.42038679122925,0.5824281551703548,0.011128640239788101,False
reg_sobolev_a15,SyN + Sobolev FFT (alpha=1.5),Regularization,39,intra,Pair 39 (intra),SUCCESS,0.5844259882376159,0.0002459915674090692,,43.968518018722534,0.5824281551703548,0.199783306726109,False
reg_dsti1,SyN + DSTI-1 DCT,Regularization,39,intra,Pair 39 (intra),SUCCESS,0.584353706729973,0.35988566311946824,,110.86704087257385,0.5824281551703548,0.1925551559618155,False
opt_cfl_015,SyN + CFL Step 0.15 (Conservative),Optimizer & Step,39,intra,Pair 39 (intra),SUCCESS,0.5825537867474875,0.003074894592613365,,45.21469807624817,0.5824281551703548,0.01256315771326344,False
opt_cfl_025,SyN + CFL Step 0.25 (Standard),Optimizer & Step,39,intra,Pair 39 (intra),SUCCESS,0.5827463782446567,0.005411814482999522,,43.4392831325531,0.5824281551703548,0.03182230743018488,False
opt_cfl_035,SyN + CFL Step 0.35 (Aggressive),Optimizer & Step,39,intra,Pair 39 (intra),SUCCESS,0.5831090398302918,0.004919831348181384,,44.7506422996521,0.5824281551703548,0.06808846599369867,False
opt_regadam,SyN + RegAdam Quotient Optimizer,Optimizer & Step,39,intra,Pair 39 (intra),SUCCESS,0.577484340538377,0.22582025888152557,,110.85421895980835,0.5824281551703548,-0.4943814631977794,False
denoise_sobolev,Sobolev SyN + Denoised,Preprocessing (Denoise),39,intra,Pair 39 (intra),SUCCESS,0.5852324870142089,0.003200222470637959,,43.53559899330139,0.5824281551703548,0.2804331843854091,True
denoise_tvf,TVF + Denoised,Preprocessing (Denoise),39,intra,Pair 39 (intra),SUCCESS,0.5910701361869082,0.004303747460513117,,277.12742376327515,0.5824281551703548,0.8641981016553335,True
denoise_gaussian,Gaussian SyN + Denoised,Preprocessing (Denoise),39,intra,Pair 39 (intra),SUCCESS,0.5850266279692606,0.005959034945325854,,47.36565589904785,0.5824281551703548,0.2598472798905793,True
denoise_greedy_regadam,Greedy RegAdam + Denoised,Preprocessing (Denoise),39,intra,Pair 39 (intra),SUCCESS,0.5478772479495727,0.0,,13.789517879486084,0.5824281551703548,-3.4550907220782134,True
model_tvf,TVF (Time-Varying Field + DSTI-1),Model Architecture,40,inter,Pair 40 (inter),SUCCESS,0.6241275572043032,0.004158689181170095,,300.775381565094,0.5810315774686858,4.309597973561741,False
model_sobolev,Sobolev SyN (Eulerian FFT),Model Architecture,40,inter,Pair 40 (inter),SUCCESS,0.6240892161184497,0.009916874201251766,,56.742374897003174,0.5810315774686858,4.305763864976386,False
model_gaussian,Gaussian SyN (Eulerian),Model Architecture,40,inter,Pair 40 (inter),SUCCESS,0.6177587307085028,0.03135011844266687,,59.32937288284302,0.5810315774686858,3.672715323981701,False
model_greedy_regadam,Greedy RegAdam,Model Architecture,40,inter,Pair 40 (inter),SUCCESS,0.6016405592759108,0.0,,15.633066892623901,0.5810315774686858,2.0608981807224924,False
model_greedy_adam,Greedy Adam,Model Architecture,40,inter,Pair 40 (inter),SUCCESS,0.599075951312486,0.0001599495838911575,,13.881468772888184,0.5810315774686858,1.8044373843800199,False
metric_box_lncc,SyN + BoxLNCC (Squared CC),Similarity Metric,40,inter,Pair 40 (inter),SUCCESS,0.6180771231614003,0.031030219274884557,,61.67896366119385,0.5810315774686858,3.7045545692714454,False
metric_cc2,SyN + CC2 (Pseudo-Gradient Squared LNCC),Similarity Metric,40,inter,Pair 40 (inter),SUCCESS,0.6183102115315513,0.03774810179831317,,59.022897720336914,0.5810315774686858,3.7278634062865468,False
metric_lncc_linear,SyN + LNCC (Linear Unsquared),Similarity Metric,40,inter,Pair 40 (inter),SUCCESS,0.6142117663819814,0.05694205186525207,,61.02890992164612,0.5810315774686858,3.318018891329555,False
metric_mattes_mi,SyN + Mattes Mutual Information,Similarity Metric,40,inter,Pair 40 (inter),SUCCESS,0.6051411322769912,0.03270968990574171,,61.515925884246826,0.5810315774686858,2.4109554808305345,False
reg_gaussian_sig3,SyN + Gaussian (sigma=3.0),Regularization,40,inter,Pair 40 (inter),SUCCESS,0.6173463769302049,0.027911202389006986,,58.637122631073,0.5810315774686858,3.6314799461519054,False
reg_gaussian_sig2,SyN + Gaussian (sigma=2.0),Regularization,40,inter,Pair 40 (inter),SUCCESS,0.6126622036152642,0.05198361476462619,,59.47030973434448,0.5810315774686858,3.163062614657841,False
reg_sobolev_a15,SyN + Sobolev FFT (alpha=1.5),Regularization,40,inter,Pair 40 (inter),SUCCESS,0.6240271459007956,0.009676949825415029,,56.25561285018921,0.5810315774686858,4.299556843210972,False
reg_dsti1,SyN + DSTI-1 DCT,Regularization,40,inter,Pair 40 (inter),SUCCESS,0.6331630376317028,0.21361266928664085,,123.85312294960022,0.5810315774686858,5.213146016301695,False
